Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
GE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",AJHQ12DWH** (230V),AJHQ12DWH**,11500.0,1160.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJEQ14DWH** (230),AJEQ14DWH**,14200.0,1470.0,9.3,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DWH** (208),AJEM12DWH**,11700.0,1130.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJEQ12DWH** (208),AJEQ12DWH**,11700.0,1130.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJEQ10DWH** (208),AJEQ10DWH**,9900.0,910.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",AJCQ14DWH** (208),AJCQ14DWH**,14000.0,1430.0,9.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DWH** (208),AJCM12DWH**,11900.0,1070.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12AWH**,AJCQ12AWH**,12200.0,1130.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DWH** (208),AJCM10DWH**,9900.0,920.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DWH** (208),AJCQ10DWH**,9900.0,920.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10AWH**,AJCM10AWH**,10100.0,920.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKEQ10DCH** (230),AKEQ10DCH**,10100.0,960.0,9.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKCQ12DCH** (230),AKCQ12DCH**,12400.0,1140.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKCQ10DCH** (230),AKCQ10DCH**,10600.0,950.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKCQ10DCH** (208),AKCQ10DCH**,10200.0,930.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA121ZAE,FFRA121ZAE,12100.0,1100.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA121ZAE_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA081ZAE,FFRA081ZAE,8000.0,730.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA081ZAE_EG.pdf
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA062ZA1,FFRA062ZA1,6000.0,540.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA062ZA1_EG.pdf
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA061ZAE,FFRA061ZAE,6000.0,540.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA061ZAE_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE153ZA1,FFRE153ZA1,15000.0,1260.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE153ZA1_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA122ZA1,FFRA122ZA1,12100.0,1100.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA122ZA1_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE083ZA1,FFRE083ZA1,8000.0,660.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE083ZA1_EG.pdf
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRE063ZA1,FFRE063ZA1,6000.0,490.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE063ZA1_EG.pdf
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRE053ZA1,FFRE053ZA1,5200.0,420.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE053ZA1_EG.pdf
Frigidaire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",FFTH1422U2,FFTH1422U2 (230V),14100.0,1510.0,9.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1422U_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTH1222U2,FFTH1222U2 (230V),12000.0,1250.0,9.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1222U_EG.pdf
Frigidaire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",FFTA1422U2,FFTA1422U2 (208V),14000.0,1500.0,9.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1422U_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1233U2,FFTA1233U2 (208V),12000.0,1130.0,10.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1233U2_EG.pdf
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA1033U2,FFTA1033U2 (208V),9800.0,910.0,10.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1033U2_EG.pdf
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA1033U1,FFTA1033U1,10000.0,930.0,10.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1033U1_EG.pdf
Frigidaire,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",FFRA2822U2,FFRA2822U2 (208V),28000.0,3100.0,9.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA2822U_EG.pdf
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533U2,FFRE2533U2E (208V),24600.0,2380.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2533U2E_EG.pdf
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533U2,FFRE2533U2 (208V),24600.0,2380.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2533U_EG.pdf
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233U2,FFRE2233U2E (208V),21600.0,2080.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2233U2E_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833U2,FFRE1833U2E (208V),17600.0,1470.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1833U2E_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833U2,FFRE1833U2 (208V),17600.0,1470.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1833U_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1233U1,FFRE1233U1E,12100.0,1000.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1233U1E_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011U1,FFRA1022U1E,10200.0,920.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA1022U1E_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011U1,FFRA1022U1,10200.0,920.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA1022U_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011U1,FFRA1011U1,10200.0,920.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA1011U_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE0833U1,FFRE0833U1E,8000.0,660.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE0833U1E_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811U1,FFRA0822U1E,8000.0,720.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0822U1E_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811U1,FFRA0811U1E,8000.0,720.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0811U1E_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811U1,FFRA0811U1,8000.0,720.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0811U_EG.pdf
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRE0633U1,FFRE0633U1,6000.0,490.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE0633U_EG.pdf
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611U1,FFRA0611U1,6000.0,540.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA0611U_EG.pdf
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRE0533U1,FFRE0533U1,5200.0,420.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE0533U_EG.pdf
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRE053WA1,FFRE053WA1,5000.0,410.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE053WA_EG.PDF.pdf
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA052WA1,FFRA052WA1,5000.0,450.0,11.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA052WA1_EG.pdf
Frigidaire,(16) Casement-Slider,FFRS1022R1,FFRS1022R1,10000.0,960.0,10.4,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRS1022R1_EG.pdf
Frigidaire,(16) Casement-Slider,FFRS0822S1,FFRS0822S1,8000.0,740.0,10.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRS0822S1_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTH1222R2,FFTH1222R2 (230V),12000.0,1260.0,9.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1222R_EG.pdf
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTH1022R2,FFTH1022R2 (230V),10000.0,1040.0,9.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1022R_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1422R2,FFTH1422R2 (208V),13600.0,1430.0,9.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1422R_EG.pdf
Frigidaire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",FFTA1422R2,FFTH1422R2 (230V),14000.0,1510.0,9.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTH1422R_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1422R2,FFTA1422R2 (208V),13600.0,1430.0,9.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1422R_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1233S2,FFTA1233S2 (208V),11700.0,1110.0,10.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1233S2_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1233S1,FFTA1233S1,12000.0,1140.0,10.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1233S1_EG.pdf
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA1033S2,FFTA1033S2 (208V),9800.0,920.0,10.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1033S_EG.pdf
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA1033S1,FFTA1033S1,10000.0,940.0,10.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFTA1033S1_EG.pdf
Frigidaire,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",FFRA2822R2,FFRA2822R2E,28000.0,3110.0,9.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA2822R2E_EG.pdf
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533S2,FFRE2533S2E (230V),25000.0,2430.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2533S2E_EG.pdf
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533S2,FFRE2533S2 (230V),25000.0,2430.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2533S2_EG.pdf
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233S2,FFRE2233S2E (230V),22000.0,2140.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2233S2E_EG.pdf
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233S2,FFRE2233S2 (230V),22000.0,2140.0,10.3,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE2233S2_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833S2,FFRE1833S2 (230V),18000.0,1530.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1833S2_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRH1822R2,FFRH1822R2 (208V),18200.0,1700.0,10.7,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRH1822R2_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1533S1,FFRE1533S1E,15100.0,1280.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE1533S1E_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRH1222R2,FFRH1222R2E (208V),11600.0,1060.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRH1222R2E_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRH1222R2,FFRH1222R2 (208V),11600.0,1060.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRH1222R2_EG.pdf
Frigidaire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",FFRH1122U1,FFRH1122U1E,11000.0,1120.0,9.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRH1122U1E_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FHTC123WA1,FHTW123WA1,12000.0,1110.0,10.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHTW123WA1_EG.pdf
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FHTC103WA1,FHTC103WA1,10000.0,920.0,10.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHTC103WA1_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FHTC142WA2 (208V),FHTC142WA2,13600.0,1360.0,9.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHTC142WA2_EG.pdf
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FHTC123WA2 (208V),FHTC123WA2,11700.0,1090.0,10.5,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHTC123WA2_EG.pdf
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FHTC103WA2 (208V),FHTC103WA2,10200.0,930.0,10.6,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHTC103WA2_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA122WA1,FFRA122WAE,12000.0,1100.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA122WAE_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE103WA1,FFRE103WAE,10000.0,810.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE103WAE_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA102WA1,FFRA102WAE,10000.0,910.0,10.9,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRA102WAE_EG.pdf
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE083WA1,FFRE083WAE,8000.0,670.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE083WAE_EG.pdf
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRE063WA1,FFRE063WA1,6000.0,500.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE063WA_EG.PDF.pdf
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRE053WA1,FFRE053WAE,5000.0,410.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FFRE053WAE_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE153WA1,FHWW153WB1,15100.0,1280.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHWW153WB1_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FHWC183WB2,FHWC183WB2 (230V),18000.0,1510.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHWC183WB2_EG.pdf
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FHWC183WB2,FHWW183WC2 (230V),18000.0,1510.0,11.8,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHWW183WC2_EG.pdf
