Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Water_Consumption__Gallons_Cycle__d,Capacity__Number_of_Place_Settings__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
LG,Standard size dishwasher,LDP681***,LDP681***,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers
LG,Standard size dishwasher,LDP679#**,LDP679#**,238.0,2.9,15.0,No,No,https://www.lg.com/us/dishwashers
hOme,Compact dishwasher,WQP6-3601-US,WQP6-3602G-US,203.0,3.1,6.0,No,No,By annual report date
hOme,Compact dishwasher,WQP6-3601-US,HME010393N,203.0,3.1,6.0,No,No,By annual report date
Farberware,Compact dishwasher,WQP6-3601-US,FCD06ASWWHC,203.0,3.1,6.0,No,No,By annual report date
Farberware,Compact dishwasher,WQP6-3601-US,FCD06ASSPLB,203.0,3.1,6.0,No,No,By annual report date
Farberware,Compact dishwasher,WQP6-3601-US,FCD06ABBWHA,203.0,3.1,6.0,No,No,By annual report date
Farberware,Compact dishwasher,WQP4-2601C-US,FDW05ASBWH*,130.0,1.4,1.0,No,No,By annual report date
Farberware,Compact dishwasher,WQP6-3601-US,FCD06ABBBKA,203.0,3.1,6.0,No,No,By annual report date
Farberware,Compact dishwasher,WQP4-2605-US,FCDMGDWH,150.0,1.8,1.0,No,No,By annual report date
Farberware,Compact dishwasher,WQP4-2605-US,FCDMSDWH,150.0,1.8,1.0,No,No,By annual report date
THORKITCHEN,Standard size dishwasher,PDT660#,HDW2401BS,249.0,3.5,14.0,No,No,By annual report date
KUCHT,Standard size dishwasher,PDT660#,K6502D,249.0,3.5,14.0,No,No,By annual report date
KUCHT Professional,Standard size dishwasher,WQP8-7740-US,K7740D,270.0,3.5,8.0,No,No,By annual report date
Honeywell,Standard size dishwasher,WQP8-7740-US,HDS18SS,234.0,3.1,8.0,No,No,By annual report date
Zline,Standard size dishwasher,PDT660#,DWMT-24,249.0,3.5,14.0,No,No,By annual report date
Zline,Standard size dishwasher,WQP12-7739-US,DW7713-24,234.0,3.5,10.0,No,No,By annual report date
SPT,Standard size dishwasher,PDT660#,SD-6502W,249.0,3.5,14.0,No,No,By annual report date
SPT,Standard size dishwasher,WQP12-7711I-US,SD-9263W,265.0,3.5,8.0,No,No,By annual report date
SPT,Standard size dishwasher,WQP12-7711I-US,SD-9263SS,265.0,3.5,8.0,No,No,By annual report date
SPT,Standard size dishwasher,WQP12-7711I-US,SD-6513SS,240.0,3.5,8.0,No,No,By annual report date
SPT,Compact dishwasher,WQP6-3601-US,SD-2225DS,203.0,3.1,6.0,No,No,By annual report date
SPT,Standard size dishwasher,WQP8-7740-US,SD-9254SS,234.0,3.1,8.0,No,No,By annual report date
SPT,Standard size dishwasher,WQP8-7740-US,SD-9254W,234.0,3.1,8.0,No,No,By annual report date
SPT,Standard size dishwasher,PDT660#,SD-6501SS,249.0,3.5,14.0,No,No,By annual report date
SHARP,Standard size dishwasher,PDT660#,SDW6747GS,249.0,3.5,14.0,No,No,By annual report date
SHARP,Standard size dishwasher,PDT660#,SDW6757ES,249.0,3.5,14.0,No,No,By annual report date
IKEA,Standard size dishwasher,404.621.69,404.621.69,270.0,3.5,8.0,No,No,https://www.IKEA.com
Whirlpool,Standard size dishwasher,WQP8-7740-US,WDF518SAH*,234.0,3.1,8.0,No,No,https://www.whirlpool.com/
Whirlpool,Standard size dishwasher,WQP12-7739-US,UDT555SAHP,234.0,3.5,10.0,No,No,https://www.whirlpool.com/
Whirlpool,Standard size dishwasher,WQP12-7739-US,WDF550SAH*,234.0,3.5,10.0,No,No,https://www.whirlpool.com/
MAGIC CHEF,Compact dishwasher,WQP6-3601-US,MCSCD6B5,203.0,3.1,6.0,No,No,https://mcappliance.com/media/energy_guides/MCSCD6B5_EnergyGuide.pdf
Kenmore,Standard size dishwasher,WQP8-7740-US,587.146438J,270.0,3.5,8.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/
Kenmore,Standard size dishwasher,WQP8-7740-US,587.146498J,270.0,3.5,8.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/
Frigidaire,Standard size dishwasher,WQP12-7739-US,FFBD2420**,270.0,3.5,10.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/
Kenmore,Standard size dishwasher,WQP12-7739-US,587.146328J,270.0,3.5,10.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/
Kenmore,Standard size dishwasher,WQP12-7739-US,587.146338J,270.0,3.5,10.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/
Kenmore,Standard size dishwasher,WQP12-7739-US,587.146398J,270.0,3.5,10.0,No,No,https://www.electroluxappliances.com/Kitchen-Appliances/Dishwashers/
BLACK+DECKER,Standard size dishwasher,BPD8W,BPD8W,265.0,3.5,8.0,No,No,https://www.amazon.com/dp/B08NLSRH1Q?ref=myi_title_dp
BLACK+DECKER,Standard size dishwasher,BPD8W,BPD8B,265.0,3.5,8.0,No,No,https://www.amazon.com/dp/B08NMVX6XL
BLACK+DECKER,Compact dishwasher,WQP6-3601-US,BCD6W,203.0,3.1,6.0,No,No,https://www.amazon.com/BLACK-DECKER-BCD6W-Countertop-Dishwasher/dp/B0773QXFH3/ref=sr_1_26?m=A2DUV77ZY92B2O&s=merchant-items&ie=UTF8&qid=1527294286&sr=1-26
Bertazzoni,Standard size dishwasher,WQP8-7740-US,DW18PR,234.0,3.1,8.0,No,No,https://us.bertazzoni.com/downloads/6827/5978/Energy%20guide%20USA.pdf?act=download
Bertazzoni,Standard size dishwasher,WQP12-7739-US,DW24PR,234.0,3.5,10.0,No,No,https://us.bertazzoni.com/downloads/6828/5976/Energy%20guide%20USA.pdf?act=download
AVANTI,Standard size dishwasher,WQP8-7740-US,DW1831D0WE,234.0,3.1,8.0,No,No,http://www.avantiproducts.com
AVANTI,Standard size dishwasher,WQP8-7740-US,DW1833D3SE,234.0,3.1,8.0,No,No,http://www.avantiproducts.com
Cove,Standard size dishwasher,DW2450WS,DW2450WS,282.0,3.1,10.0,No,No,https://www.subzero-wolf.com/-/media/files/united-states/product-downloads/sub-zero-wolf/energy-guides/dw2450ws-energy-guide.pdf
Miele,Standard size dishwasher,G 7916 SCi,G 7596 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 7916 SCi,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 7966 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5006 U,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5006 SCU,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5051 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5056 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5056 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,G 5056 SCVi SFP,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 5006 SCU,G 5266 SCVi,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 5006 SCU,G 5266 SCVi SF,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 5006 SCU,G 5266 SCVi SFP,230.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 5006 SCU,G 5482 SCVi SL,220.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 5006 SCU,G 5892 SCVi SL,200.0,3.2,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 7916 SCi,PFD 104 SCViXXL,270.0,3.3,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,G 5892 SCVi SL,PFD 103 SCiXXL,270.0,3.3,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,PFD 104 SCViXXL,PG 8130 i,270.0,3.1,16.0,No,No,https://www.miele.com/
Miele,Standard size dishwasher,PFD 104 SCViXXL,PG 8056-240,270.0,4.8,8.0,No,No,https://www.miele.com/
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FDSP4501****,240.0,3.2,14.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FDSH4501A_EG.pdf
Frigidaire,Standard size dishwasher,FGIP2479SF1A,FDSP450L****,240.0,3.2,14.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FDSH450LA_EG.pdf
Frigidaire Gallery,Standard size dishwasher,PDSH4816F,GDSH4715****,240.0,3.2,14.0,No,No,By annual report date
Frigidaire Gallery,Standard size dishwasher,PDSH4816F,GDSP4714****,240.0,3.2,14.0,No,No,By annual report date
Frigidaire Gallery,Standard size dishwasher,PDSH4816F,GDSH4714****,240.0,3.2,14.0,No,No,By annual report date
Summit,Standard size dishwasher,DWT 51600 FBI,DW2435SS**,234.0,2.7,12.0,No,No,https://eguides.fsiworldwide.com/label/325.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,DW183WADA**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/555.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,LDW18WA**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/556.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,DW183W**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/557.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,ADADW18W**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/558.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,DW184BADA**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/559.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,LDW18BA**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/560.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,DW185SSADA**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/563.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,LDW18SSA**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/564.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,DW185SS**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/565.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,LDW18NTA**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/568.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,DW186NT**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/569.pdf
SUMMIT,Standard size dishwasher,DW21UT22N224,ADADW18NT**,250.0,3.2,10.0,No,No,https://eguides.fsiworldwide.com/label/570.pdf
Summit,Standard size dishwasher,DW11UT22T124,DW242WADA**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/419.pdf
Summit,Standard size dishwasher,DW11UT22T124,DW243BADA**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/420.pdf
Summit,Standard size dishwasher,DW11UT22T124,DW244SSADA**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/435.pdf
Summit,Standard size dishwasher,DW11UT22T124,DW245NTADA**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/422.pdf
Summit,Standard size dishwasher,DW11UT22T124,LDW24WA**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/427.pdf
Summit,Standard size dishwasher,DW11UT22T124,LDW24BA**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/425.pdf
Summit,Standard size dishwasher,DW11UT22T124,ADADW24W**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/428.pdf
Summit,Standard size dishwasher,DW11UT22T124,ADADW24B**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/426.pdf
Summit,Standard size dishwasher,DW11UT22T124,ADADW24SS**,260.0,3.4,10.0,No,No,https://eguides.fsiworldwide.com/label/431.pdf
Frigidaire Gallery,Standard size dishwasher,GDPP4517,GDPP4517***A,240.0,3.2,12.0,No,No,By annual report date
Frigidaire Gallery,Standard size dishwasher,GDPP4515,GDPP4515***A,240.0,3.2,12.0,No,No,By annual report date
Frigidaire Gallery,Standard size dishwasher,GDPP4515,GDPH4515***A,240.0,3.2,12.0,No,No,By annual report date
"VIKING RANGE, LLC",Standard size dishwasher,DDT39434X,FDWU724,230.0,2.5,12.0,No,No,By annual report date
"VIKING RANGE, LLC",Standard size dishwasher,DWT 52800 SSIH,FDWU324,225.0,2.4,12.0,No,No,By annual report date
SUMMIT,Standard size dishwasher,DWT 51600 FBI,DW2435SS,234.0,2.7,12.0,No,No,By annual report date
SUMMIT,Standard size dishwasher,DDS25842X,DW18SS4,220.0,2.4,8.0,No,No,By annual report date
Blomberg,Standard size dishwasher,DWT 81900 SS,DWT 81900 ****,225.0,2.4,12.0,No,No,By annual report date
Blomberg,Standard size dishwasher,DWT 52800 SSIH,DWT 81800 ****,225.0,2.4,12.0,No,No,By annual report date
Blomberg,Standard size dishwasher,DWT 52800 SSIH,DWT 52800 ****,225.0,2.4,12.0,No,No,By annual report date
Blomberg,Standard size dishwasher,DWT 51600 FBI,DWT 51600 ****,234.0,2.7,12.0,No,No,By annual report date
Blomberg,Standard size dishwasher,DWT 51600 FBI,DWT 52600 ****,234.0,2.7,12.0,No,No,By annual report date
Blomberg,Standard size dishwasher,DWT 51600 FBI,DW 51600 ****,234.0,2.7,12.0,No,No,By annual report date
Beko,Standard size dishwasher,DWT 51600 FBI,DDN25401*,234.0,2.7,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7664169577-DDN25401X/en-US-7664169577-20221228105240-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DWT 51600 FBI,DDN25402*,234.0,2.7,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7626009577-DDN25402X/en-US-7626009577-202212281053221-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DWT 51600 FBI,DIN25401,234.0,2.7,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7663969577-DIN25401/en-US-7663969577-202212281055951-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DWT 51600 FBI,DUT25401**,234.0,2.7,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7664269580-DUT25401X/en-US-7664269580-202212281056832-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DWT 51600 FBI,DUT25401***,234.0,2.7,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7664269580-DUT25401X/en-US-7664269580-202212281056832-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DWT 51600 FBI,DDT25401**,234.0,2.7,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7663669580-DDT25401X/en-US-7663669580-202212281059283-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DWT 52800 SSIH,DUT36520***,225.0,2.4,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7692569580-DUT36520X/en-US-7692569580-202212091430433-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DDS25842X,DDS25842***,220.0,2.4,8.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7687469535-DDS25842X/en-US-7687469535-202212091605943-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DDS25842X,DIS25842,220.0,2.4,8.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7687569535-DIS25842/en-US-7687569535-202212091612401-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DDT38532XIH,DUT36522***,230.0,2.4,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7621009580-DUT36522X/en-US-7621009580-202212281112550-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DDT38532XIH,DIT38532,230.0,2.4,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7620309580-DIT38532/en-US-7620309580-202212281116198-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DDT39434X,DDT39434***,230.0,2.5,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7621209580-DDT39434X/en-US-7621209580-202212150658209-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DDT39434X,DDT39434*****,230.0,2.5,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7621209580-DDT39434X/en-US-7621209580-202212150658209-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DDT39434X,DIT39434,230.0,2.5,12.0,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7620909580-DIT39434/en-US-7620909580-202112211103355-ENERGY-LABEL-1en-US.pdf
Beko,Standard size dishwasher,DDT39434X,DIT39434**,230.0,2.5,12.0,No,No,By annual report date
Beko,Standard size dishwasher,DDT38532XIH WS,DDT38532*** WS,256.0,3.0,12.0,No,No,By annual report date
Beko,Standard size dishwasher,DDT38532XIH WS,DIT38532 WS,256.0,3.0,12.0,No,No,By annual report date
ASKO,Standard size dishwasher,DFI786*,DFI786*,230.0,3.2,18.0,No,No,https://us.asko.com/products/kitchen/dishwashers
ASKO,Standard size dishwasher,DFI786*,DBI786*,230.0,3.2,18.0,No,No,https://us.asko.com/products/kitchen/dishwashers
ASKO,Standard size dishwasher,DBI565*,DBI565*,220.0,3.0,16.0,No,No,https://us.asko.com/products/kitchen/dishwashers
ASKO,Standard size dishwasher,DBI565*,DFI565*,220.0,3.0,16.0,No,No,https://us.asko.com/products/kitchen/dishwashers
ASKO,Standard size dishwasher,DBI565*,DBI564*,220.0,3.0,16.0,No,No,https://us.asko.com/products/kitchen/dishwashers
ASKO,Standard size dishwasher,DBI565*,DSD565*,220.0,3.0,16.0,No,No,https://us.asko.com/products/kitchen/dishwashers
ASKO,Standard size dishwasher,DBI565*,DBI364*,220.0,3.0,16.0,No,No,https://us.asko.com/products/kitchen/dishwashers
ASKO,Standard size dishwasher,DBI565*,DOD561*,220.0,3.0,16.0,No,No,https://us.asko.com/products/kitchen/dishwashers
ASKO,Standard size dishwasher,DFI776*,DFI776*,220.0,3.0,17.0,No,No,https://us.asko.com/products/kitchen/dishwashers
Element,Standard size dishwasher,WQP12-6503,ENB6632PE**,240.0,3.2,14.0,No,No,https://elementelectronics.com/energy-guides
Midea,Standard size dishwasher,WQP12-5901K-US,MDF24P1B**,240.0,3.2,12.0,No,No,By annual report date
Midea,Standard size dishwasher,PDT660#,MDT24X2A**,260.0,3.5,14.0,No,No,By annual report date
Comfee,Compact dishwasher,WQP6-3601-US,CDC22P2A**,203.0,3.1,6.0,No,No,https://www.amazon.com/dp/B096RYWSQM
Comfee,Compact dishwasher,WQP6-3601-US,CDC22P1***,203.0,3.1,6.0,No,No,https://www.amazon.com/dp/B09ST4M8VF
Comfee,Compact dishwasher,WQP4-2601C-US,CDC17P0A**,130.0,1.4,1.0,No,No,https://www.amazon.com/dp/B092227VYL
Midea,Standard size dishwasher,PDT660#,MDT24P4A**,260.0,3.5,14.0,No,No,https://www.midea.com/content/dam/midea-aem/us/doe/???MDT24P4AST-W6508-Midea-???.pdf
Danby,Standard size dishwasher,DDW18D1ESS,DDW18D1ESS,250.0,3.2,10.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,Standard size dishwasher,DDW1804EB,DDW1804EB,234.0,3.1,8.0,No,No,https://www.danby.com/product-resources/
Danby,Standard size dishwasher,DDW18D1EW,DDW18D1EW,250.0,3.2,10.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,Standard size dishwasher,DDW1805EWP,DDW1805EWP,240.0,3.5,8.0,No,No,https://www.danby.com/product-resources/
Danby,Standard size dishwasher,DDW1804EBSS,DDW1804EBSS,234.0,3.1,8.0,No,No,https://www.danby.com/product-resources/
INSIGNIA,Standard size dishwasher,WQP12-6502A,NS-DWR3SS1,240.0,3.1,16.0,No,No,https://www.bestbuy.com/
Bosch,Standard size dishwasher,SHE863WF2N,SHV863WD**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE863WF2N,SHX863WD**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE863WF2N,SHS863WD**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE863WF2N,SHE863WF**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE863WF2N,SHVM63W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE863WF2N,SHXM63W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE863WF2N,SHSM63W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHXM78Z5**,SHP878ZP**,269.0,3.5,16.0,No,No,http://bshenergyguides.com/
Bosch,Standard size dishwasher,SHS843AF**,SHS843AF**,269.0,3.5,16.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE4AV5***,SHX84AAF**,269.0,3.2,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,S46KMM52N,SHSM4AZ***,269.0,3.2,15.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHXM63WS5N,SHXM63WS**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHPM78W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHXM78W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHVM78W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHE878WD**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHP878WD**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHX878WD**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHV878WD**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHP87PW5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHX87PW5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX88PW55N,SHP88PW5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX88PW55N,SHX88PW5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX88PW55N,SHV88PW5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX89PW55N,SHE89PW5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX878WD2N,SHEM78W5**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,S46KMM52N,SHXM4A***,269.0,3.2,15.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,S46KMM52N,SHX84A****,269.0,3.2,15.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE3AR5#UC,SHE3AR5#UC,269.0,3.0,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE3AR5#UC,SHE3AR7#UC,269.0,3.0,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE3AR5#UC,SHX3AR7#UC,269.0,3.0,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE3AR52UC,SHEM3A****,269.0,3.0,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE4AV5**,SHE84AWG5N,269.0,3.2,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE53T5###,SHS63VL***,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE53T5###,SHE53T5###,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE68TL5##,SHE68T5###,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE68TL5##,SHV68TL###,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE68TL5##,SHP68TL###,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE68TL5##,SHX78U5###,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE7ER5#UC,SHE7ER5#UC,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE7ER5#UC,SHV7ER5#UC,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE7ER5#UC,SHX7ER5#UC,259.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHPM98W75N,SHXM98W7**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHPM98W75N,SHVM98W7**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHX4ATF5UC,SHVM4AYB3N,269.0,3.2,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE863WF2N,SHP865WF**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE863WF2N,SHP865WD**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE89PW75N,SHV89PW7**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE89PW75N,SHX89PW7**,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHEM78WH5N,SHEM78WH**,239.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHP865WD**,SHV865WG3N,269.0,2.9,12.0,No,No,http://www.bshenergyguides.com
Bosch,Standard size dishwasher,SHE68TL5**,SHX865YN**,269.0,2.9,16.0,No,No,http://www.bshenergyguides.com
